Age,Gender,Stream,Internships,CGPA,HistoryOfBacklogs,PlacedOrNot,CodingSkills,Aptitude Skills,TechnicalSkills,Communication Skills
22,Male,Mechanical,0,8,0,1,84,70,70,70
21,Female,Computer Science,1,8,0,1,74,60,65,40
22,Male,Electrical,0,8,1,1,85,40,60,45
21,Male,Civil,1,8,0,1,86,55,45,47
22,Female,Computer Science,1,7,0,0,89,80,87,74
21,Male,Electrical,0,7,0,0,52,82,80,77
21,Female,Information Technology,0,7,0,0,58,78,82,86
21,Female,Computer Science,1,8,0,1,59,80,78,70
21,Male,Computer Science,1,8,0,1,66,39,47,48
21,Male,Electronics And Communication,1,6,0,0,62,64,62,60
22,Male,Mechanical,0,8,0,1,64,42,46,47
22,Male,Electronics And Communication,1,8,0,1,55,64,62,67
21,Male,Computer Science,1,6,0,0,56,54,52,59
21,Male,Civil,0,7,0,0,76,56,54,56
22,Male,Electronics And Communication,1,7,1,0,87,80,74,89
22,Male,Electrical,1,7,0,0,98,78,79,80
22,Male,Electrical,0,8,0,1,89,54,54,57
21,Male,Information Technology,1,8,0,1,67,68,65,64
22,Male,Mechanical,2,7,0,0,65,75,76,74
21,Male,Civil,0,6,1,0,87,24,30,74
22,Male,Mechanical,1,6,0,0,78,20,40,40
22,Male,Electronics And Communication,1,7,0,0,85,26,27,60
22,Male,Mechanical,1,7,0,0,89,26,31,76
22,Female,Mechanical,1,8,0,1,80,20,18,25
21,Male,Computer Science,0,7,1,0,95,31,21,27
21,Male,Electronics And Communication,0,8,0,1,95,21,28,24
21,Male,Mechanical,1,7,0,0,90,29,31,28
22,Male,Information Technology,0,7,0,0,70,26,36,26
21,Male,Computer Science,2,7,0,1,50,21,21,23
22,Male,Civil,1,8,0,1,60,21,21,25
22,Male,Electronics And Communication,0,8,0,1,90,25,17,26
22,Male,Mechanical,0,7,0,0,70,26,14,31
22,Male,Information Technology,1,7,0,0,94,23,14,32
22,Male,Computer Science,1,6,0,0,55,24,18,36
21,Male,Computer Science,1,6,0,0,88,28,19,39
22,Female,Civil,1,6,0,0,45,29,16,34
21,Female,Civil,1,8,0,1,49,32,17,37
22,Female,Computer Science,1,7,0,0,51,31,14,32
21,Male,Mechanical,1,8,0,1,65,34,17,50
30,Male,Computer Science,1,8,0,1,85,36,16,51
22,Male,Information Technology,0,8,1,1,40,12,19,41
21,Male,Information Technology,1,7,1,0,90,21,18,12
22,Female,Electronics And Communication,0,7,0,0,55,25,17,19
22,Male,Information Technology,1,8,0,1,60,27,35,31
22,Male,Civil,1,7,0,0,78,36,36,28
22,Male,Electrical,1,6,1,0,84,35,32,24
21,Female,Civil,1,7,1,0,74,32,24,26
21,Male,Computer Science,0,6,0,0,58,31,35,28
22,Male,Electrical,1,7,0,0,52,27,28,27
21,Male,Information Technology,0,8,1,1,67,26,27,29
21,Male,Computer Science,1,7,0,0,47,26,26,27
22,Male,Electrical,1,7,1,0,63,25,21,25
22,Male,Electrical,0,8,0,1,53,21,25,21
22,Male,Electrical,1,7,0,0,52,14,12,21
21,Male,Computer Science,1,7,0,0,80,14,21,24
21,Male,Computer Science,2,7,0,1,74,12,21,21
21,Male,Computer Science,0,7,0,0,58,17,23,23
22,Male,Electrical,0,7,1,0,64,16,10,25
22,Male,Computer Science,2,6,0,1,74,15,14,20
22,Male,Electronics And Communication,0,8,0,1,20,14,11,21
21,Male,Electrical,0,7,0,0,25,13,12,24
22,Male,Information Technology,1,6,0,0,25,12,13,26
21,Male,Computer Science,0,7,0,0,24,11,14,25
22,Female,Information Technology,0,8,0,1,21,9,15,24
22,Male,Electronics And Communication,1,7,0,0,21,8,16,24
21,Male,Information Technology,0,6,0,0,26,7,11,21
21,Male,Civil,0,7,0,0,31,9,10,23
22,Male,Electrical,1,8,0,1,34,19,9,20
22,Male,Computer Science,0,6,0,0,25,17,8,10
21,Male,Information Technology,0,7,0,0,17,14,7,20
21,Male,Civil,1,8,0,1,18,16,6,10
21,Male,Computer Science,1,7,0,0,19,12,5,20
22,Male,Civil,0,7,0,0,20,14,4,21
21,Male,Computer Science,2,7,1,0,21,15,2,24
22,Female,Electronics And Communication,0,8,0,1,25,12,1,22
21,Male,Computer Science,1,7,0,0,26,14,5,21
22,Male,Computer Science,1,6,0,0,23,19,6,16
21,Male,Computer Science,0,7,1,0,24,17,4,15
21,Male,Electronics And Communication,1,7,0,1,21,14,8,11
21,Male,Information Technology,1,8,1,1,26,32,31,24
21,Male,Electronics And Communication,0,7,0,1,24,31,32,26
22,Male,Information Technology,2,6,0,1,23,32,24,25
22,Male,Computer Science,1,6,0,0,26,34,25,24
21,Male,Electronics And Communication,0,7,0,1,12,39,29,29
22,Male,Computer Science,1,6,0,1,21,36,26,28
21,Male,Electronics And Communication,0,8,0,1,32,35,27,27
22,Female,Information Technology,0,8,0,1,25,30,31,24
22,Male,Information Technology,1,7,0,0,24,47,25,26
21,Male,Information Technology,2,6,0,1,26,42,24,25
21,Male,Computer Science,2,8,0,1,24,41,22,25
22,Female,Information Technology,2,7,0,1,21,45,20,21
21,Male,Computer Science,2,7,0,1,23,52,66,24
21,Male,Information Technology,2,8,0,1,29,54,65,54
21,Male,Computer Science,2,7,0,1,10,58,62,53
22,Female,Information Technology,1,7,0,1,12,59,78,50
22,Male,Computer Science,2,7,0,1,10,59,74,52
21,Male,Electrical,1,8,0,1,5,53,70,51
21,Male,Information Technology,2,7,1,0,6,54,64,56
22,Male,Computer Science,1,8,1,1,7,57,61,54
21,Male,Computer Science,1,7,0,0,8,59,68,59
21,Male,Civil,2,6,0,0,9,58,62,58
22,Male,Electrical,1,6,0,0,10,52,68,54
21,Male,Information Technology,1,8,1,1,11,65,62,55
21,Male,Electronics And Communication,1,7,0,0,12,64,61,52
21,Male,Electrical,1,7,1,1,26,85,90,30
21,Male,Electrical,2,8,0,1,36,90,85,35
22,Male,Electronics And Communication,1,8,0,1,24,85,90,45
22,Male,Mechanical,1,8,0,1,14,90,90,20
21,Male,Civil,2,8,1,1,12,85,80,75
22,Female,Computer Science,1,6,0,1,26,75,80,78
22,Male,Electrical,2,6,0,1,36,79,80,78
22,Male,Mechanical,2,7,0,0,41,65,70,75
22,Female,Electronics And Communication,1,7,0,0,21,75,74,60
22,Female,Electronics And Communication,2,8,0,1,28,91,85,71
22,Male,Electronics And Communication,1,8,0,1,35,82,69,85
21,Male,Mechanical,1,6,0,0,31,97,91,93
22,Male,Mechanical,2,6,0,1,31,89,65,80
22,Male,Civil,1,6,0,0,32,90,80,86
21,Male,Mechanical,1,8,0,1,11,72,72,68
21,Female,Information Technology,2,6,0,1,32,70,65,55
21,Male,Electronics And Communication,2,8,0,1,25,74,60,55
21,Male,Information Technology,2,8,1,1,26,70,60,55
22,Male,Computer Science,2,7,0,0,36,70,65,60
22,Male,Information Technology,1,8,0,1,39,70,70,70
22,Male,Electrical,2,8,0,1,40,60,65,40
22,Male,Electronics And Communication,2,8,0,1,45,40,60,45
21,Male,Computer Science,2,6,0,1,47,55,45,47
22,Male,Computer Science,1,7,0,1,42,80,87,74
21,Female,Mechanical,1,7,0,0,47,82,80,77
21,Male,Computer Science,2,6,0,1,48,78,82,86
22,Female,Computer Science,1,6,0,1,49,80,78,70
21,Male,Mechanical,1,6,1,0,89,39,47,48
22,Male,Electronics And Communication,1,7,1,0,85,64,62,60
21,Female,Computer Science,1,8,0,1,84,42,46,47
22,Male,Electrical,1,7,0,0,74,64,62,67
21,Male,Information Technology,2,6,0,1,85,54,52,59
21,Female,Information Technology,1,7,1,1,86,56,54,56
22,Female,Information Technology,1,6,0,1,89,80,74,89
21,Male,Mechanical,2,6,0,1,52,78,79,80
22,Male,Mechanical,1,6,0,0,58,54,54,57
21,Male,Electronics And Communication,1,7,0,1,59,68,65,64
22,Male,Information Technology,0,6,0,1,66,75,76,74
22,Male,Civil,1,8,0,1,62,24,30,74
21,Male,Electrical,0,7,0,0,64,20,40,40
22,Male,Electronics And Communication,1,7,0,0,55,26,27,60
22,Female,Information Technology,1,8,0,1,56,26,31,76
22,Female,Electrical,1,6,1,0,76,20,18,25
21,Male,Mechanical,0,7,0,0,87,31,21,27
22,Male,Electronics And Communication,0,7,0,0,98,21,28,24
22,Male,Information Technology,1,7,0,0,89,29,31,28
22,Male,Computer Science,0,7,1,0,67,26,36,26
21,Male,Electronics And Communication,1,8,1,1,65,21,21,23
22,Male,Computer Science,0,6,0,0,87,21,21,25
22,Male,Information Technology,0,7,0,0,78,25,17,26
21,Male,Electronics And Communication,1,6,0,0,85,26,14,31
22,Male,Mechanical,1,7,1,0,89,23,14,32
22,Male,Computer Science,2,7,0,0,80,24,18,36
22,Female,Electrical,1,7,1,0,95,28,19,39
21,Male,Civil,1,6,0,0,95,29,16,34
22,Male,Civil,0,6,0,0,90,32,17,37
22,Male,Electrical,0,7,0,0,70,31,14,32
21,Male,Computer Science,1,7,0,0,50,34,17,50
22,Female,Information Technology,0,6,0,0,60,36,16,51
21,Male,Electrical,0,8,0,1,90,12,19,41
21,Male,Mechanical,0,7,0,0,70,21,18,12
21,Male,Computer Science,1,6,0,0,94,25,17,19
22,Male,Computer Science,0,7,0,0,55,27,35,31
22,Female,Civil,1,8,0,1,88,36,36,28
22,Female,Information Technology,1,7,0,0,45,35,32,24
21,Female,Information Technology,2,8,1,1,49,32,24,26
21,Male,Computer Science,1,8,0,1,51,31,35,28
22,Male,Information Technology,0,8,0,1,65,27,28,27
21,Female,Electronics And Communication,0,6,0,0,85,26,27,29
22,Male,Civil,2,6,0,1,40,26,26,27
21,Male,Electronics And Communication,2,8,0,1,90,25,21,25
21,Male,Mechanical,0,7,0,0,55,21,25,21
21,Male,Electrical,0,7,0,0,60,14,12,21
22,Male,Mechanical,0,8,0,1,78,14,21,24
21,Male,Civil,0,6,0,0,84,12,21,21
22,Male,Information Technology,0,8,0,1,74,17,23,23
21,Male,Computer Science,1,7,0,0,58,16,10,25
22,Male,Computer Science,1,8,0,1,52,15,14,20
21,Male,Information Technology,2,8,0,1,67,14,11,21
22,Male,Information Technology,1,7,0,0,47,13,12,24
22,Female,Civil,1,6,0,0,63,12,13,26
21,Male,Computer Science,0,8,0,1,53,11,14,25
21,Male,Computer Science,0,8,1,1,52,9,15,24
21,Male,Mechanical,2,6,0,1,80,8,16,24
21,Male,Electrical,1,8,0,1,74,7,11,21
25,Male,Computer Science,0,7,0,0,58,9,10,23
26,Male,Electronics And Communication,2,6,0,1,64,19,9,20
24,Female,Electrical,1,8,1,1,74,17,8,10
25,Male,Computer Science,2,6,0,1,20,14,7,20
24,Female,Electronics And Communication,0,6,0,1,25,16,6,10
25,Male,Computer Science,1,8,0,1,25,12,5,20
23,Male,Electronics And Communication,0,9,0,1,24,14,4,21
24,Male,Electrical,1,7,0,1,21,15,2,24
25,Male,Civil,0,9,0,1,21,12,1,22
25,Male,Computer Science,1,8,0,1,26,14,5,21
26,Female,Information Technology,1,6,0,1,31,19,6,16
26,Male,Information Technology,1,6,0,1,34,17,4,15
25,Male,Electrical,0,8,0,1,25,14,8,11
26,Male,Information Technology,0,8,0,1,17,32,31,24
24,Male,Information Technology,0,8,0,1,18,31,32,26
25,Male,Computer Science,1,8,0,1,19,32,24,25
23,Male,Computer Science,1,6,0,1,20,34,25,24
23,Male,Civil,0,7,0,0,21,39,29,29
24,Male,Electronics And Communication,1,9,0,1,25,36,26,28
25,Male,Computer Science,0,8,0,1,26,35,27,27
24,Male,Computer Science,0,7,1,1,23,30,31,24
24,Male,Mechanical,2,8,0,1,24,47,25,26
23,Male,Mechanical,1,8,0,1,21,42,24,25
26,Male,Information Technology,1,8,0,1,26,41,22,25
23,Female,Civil,1,7,1,0,24,45,20,21
26,Male,Computer Science,1,9,0,1,23,52,66,24
26,Male,Electrical,2,8,0,1,26,54,65,54
26,Male,Electrical,0,9,1,1,12,58,62,53
26,Male,Civil,0,6,0,1,21,59,78,50
24,Male,Mechanical,0,9,1,1,32,59,74,52
24,Male,Computer Science,1,7,0,1,25,53,70,51
23,Male,Electrical,0,8,0,1,24,54,64,56
26,Female,Mechanical,1,7,0,0,26,57,61,54
23,Male,Information Technology,1,7,0,0,24,59,68,59
24,Male,Mechanical,0,8,0,1,21,58,62,58
26,Male,Civil,0,9,0,1,23,52,68,54
25,Male,Electrical,0,7,0,0,29,65,62,55
23,Male,Mechanical,0,9,1,1,10,64,61,52
24,Female,Computer Science,1,8,0,1,12,85,90,30
23,Male,Information Technology,1,8,0,1,10,90,85,35
23,Male,Mechanical,0,7,0,0,5,85,90,45
26,Male,Computer Science,3,7,0,1,6,90,90,20
24,Male,Information Technology,1,6,0,1,7,85,80,75
26,Male,Electrical,1,8,0,1,8,75,80,78
23,Male,Computer Science,1,6,0,1,9,79,80,78
23,Male,Civil,1,7,0,0,10,65,70,75
26,Male,Information Technology,1,7,0,1,11,75,74,60
26,Male,Civil,0,7,0,0,12,91,85,71
24,Male,Computer Science,1,7,0,1,26,82,69,85
23,Male,Information Technology,0,8,0,1,36,97,91,93
26,Female,Information Technology,1,6,1,1,24,89,65,80
23,Male,Electronics And Communication,1,6,1,0,14,90,80,86
24,Male,Civil,0,7,0,0,12,72,72,68
24,Male,Computer Science,1,6,0,1,26,70,65,55
25,Male,Information Technology,1,6,0,1,36,74,60,55
25,Male,Computer Science,0,8,0,1,41,70,60,55
26,Male,Civil,0,8,0,1,21,70,65,60
24,Male,Mechanical,0,6,0,1,28,70,70,70
26,Female,Electrical,1,8,0,1,35,60,65,40
25,Male,Information Technology,1,8,0,1,31,40,60,45
22,Male,Computer Science,0,6,0,1,31,55,45,47
21,Male,Information Technology,0,6,0,1,32,80,87,74
22,Male,Electrical,1,6,0,0,11,82,80,77
22,Male,Information Technology,1,6,0,1,32,78,82,86
22,Female,Computer Science,1,6,0,1,25,80,78,70
22,Male,Electronics And Communication,1,8,0,1,26,39,47,48
21,Female,Computer Science,1,6,0,1,36,64,62,60
22,Male,Computer Science,1,6,0,0,39,42,46,47
21,Female,Information Technology,1,6,0,1,40,64,62,67
21,Male,Electrical,0,8,0,1,45,54,52,59
22,Male,Mechanical,0,7,0,0,47,56,54,56
22,Female,Computer Science,2,8,0,1,42,80,74,89
22,Male,Computer Science,1,8,0,1,47,78,79,80
22,Male,Computer Science,1,8,0,1,48,54,54,57
21,Male,Information Technology,0,7,0,1,49,68,65,64
21,Female,Electronics And Communication,0,6,0,0,89,75,76,74
21,Male,Electrical,1,6,0,0,85,24,30,74
22,Male,Computer Science,1,6,0,1,84,20,40,40
22,Male,Electrical,0,8,0,1,74,26,27,60
21,Male,Electrical,1,7,1,1,85,26,31,76
21,Female,Mechanical,1,7,0,0,86,20,18,25
22,Male,Electrical,0,7,0,0,89,31,21,27
21,Female,Information Technology,2,8,0,1,52,21,28,24
22,Male,Mechanical,0,8,0,1,58,29,31,28
21,Male,Computer Science,1,8,0,1,59,26,36,26
22,Male,Civil,0,6,1,0,66,21,21,23
21,Male,Information Technology,0,6,0,0,62,21,21,25
21,Female,Electronics And Communication,1,8,1,1,64,25,17,26
22,Female,Information Technology,1,8,0,1,55,26,14,31
22,Male,Mechanical,1,8,0,1,56,23,14,32
22,Male,Civil,0,8,0,1,76,24,18,36
22,Male,Civil,0,6,0,0,87,28,19,39
22,Male,Computer Science,1,8,0,1,98,29,16,34
22,Male,Electronics And Communication,1,8,0,1,89,32,17,37
22,Male,Computer Science,2,8,1,1,67,31,14,32
22,Female,Electrical,0,8,0,1,65,34,17,50
22,Male,Information Technology,1,7,0,1,87,36,16,51
22,Female,Computer Science,0,8,0,1,78,12,19,41
22,Male,Electrical,0,7,0,0,85,21,18,12
21,Male,Electronics And Communication,0,8,1,1,89,25,17,19
22,Female,Information Technology,0,7,0,1,80,27,35,31
21,Male,Computer Science,1,7,0,1,95,36,36,28
22,Male,Civil,1,6,0,0,95,35,32,24
21,Female,Information Technology,0,6,0,1,90,32,24,26
22,Male,Computer Science,1,8,0,1,70,31,35,28
21,Male,Mechanical,0,8,0,1,50,27,28,27
22,Male,Civil,0,6,0,0,60,26,27,29
22,Male,Computer Science,1,6,0,1,90,26,26,27
22,Male,Computer Science,1,7,0,1,70,25,21,25
21,Male,Civil,0,6,0,0,94,21,25,21
22,Male,Computer Science,1,8,0,1,55,14,12,21
21,Male,Civil,1,8,0,1,88,14,21,24
21,Male,Electronics And Communication,1,6,1,0,45,12,21,21
22,Female,Mechanical,1,8,0,1,49,17,23,23
22,Male,Information Technology,0,8,0,1,51,16,10,25
21,Male,Civil,0,6,0,0,65,15,14,20
22,Male,Electronics And Communication,1,6,0,0,85,14,11,21
21,Male,Mechanical,0,8,0,1,40,13,12,24
21,Female,Electrical,0,7,0,0,90,12,13,26
22,Male,Computer Science,0,6,0,1,55,11,14,25
22,Female,Information Technology,1,7,0,1,60,9,15,24
21,Male,Electronics And Communication,1,8,0,1,78,8,16,24
21,Male,Computer Science,2,8,0,1,84,7,11,21
22,Male,Civil,0,7,1,0,74,9,10,23
21,Male,Electronics And Communication,0,7,0,0,58,19,9,20
21,Male,Civil,0,8,0,1,52,17,8,10
21,Male,Mechanical,0,7,0,0,67,14,7,20
21,Female,Information Technology,0,7,0,1,47,16,6,10
21,Male,Electronics And Communication,2,6,0,1,63,12,5,20
21,Female,Information Technology,0,8,0,1,53,14,4,21
21,Male,Electronics And Communication,0,7,0,1,52,15,2,24
21,Male,Information Technology,1,8,0,1,80,12,1,22
22,Male,Electronics And Communication,3,7,0,0,74,14,5,21
21,Male,Mechanical,0,6,0,0,58,19,6,16
21,Male,Mechanical,0,6,0,0,64,17,4,15
21,Female,Mechanical,1,8,0,1,74,14,8,11
22,Male,Electrical,0,8,0,1,20,32,31,24
21,Male,Information Technology,0,6,0,1,25,31,32,26
22,Female,Information Technology,0,6,0,1,25,32,24,25
22,Male,Computer Science,1,6,0,0,24,34,25,24
21,Male,Information Technology,0,6,0,1,21,39,29,29
22,Male,Computer Science,1,7,0,1,21,36,26,28
22,Male,Mechanical,1,8,0,1,26,35,27,27
22,Male,Electrical,0,7,0,0,31,30,31,24
22,Male,Electronics And Communication,1,6,1,0,34,47,25,26
21,Male,Computer Science,0,7,0,1,25,42,24,25
22,Male,Electrical,1,6,0,0,17,41,22,25
21,Male,Electronics And Communication,0,6,0,0,18,45,20,21
22,Male,Information Technology,0,8,1,1,19,52,66,24
22,Male,Electronics And Communication,2,8,0,1,20,54,65,54
22,Male,Mechanical,1,7,0,0,21,58,62,53
22,Female,Information Technology,0,6,0,0,25,59,78,50
21,Male,Electrical,0,7,0,1,26,59,74,52
22,Male,Electronics And Communication,0,7,0,0,23,53,70,51
22,Male,Computer Science,1,7,0,1,24,54,64,56
21,Male,Computer Science,1,8,0,1,21,57,61,54
21,Male,Computer Science,2,7,0,1,26,59,68,59
22,Male,Information Technology,2,6,0,1,24,58,62,58
21,Male,Information Technology,1,6,0,1,23,52,68,54
22,Male,Civil,0,8,1,1,26,65,62,55
22,Male,Mechanical,1,7,0,0,12,64,61,52
21,Male,Computer Science,1,8,0,1,21,85,90,30
21,Male,Mechanical,0,8,0,1,32,90,85,35
21,Male,Electrical,2,7,1,1,25,85,90,45
21,Female,Computer Science,0,6,0,1,24,90,90,20
22,Male,Mechanical,1,6,0,0,26,85,80,75
22,Male,Civil,0,6,0,0,24,75,80,78
21,Male,Electronics And Communication,2,7,0,1,21,79,80,78
22,Female,Information Technology,0,8,0,1,23,65,70,75
22,Male,Electronics And Communication,0,6,0,0,29,75,74,60
22,Female,Information Technology,1,6,0,1,10,91,85,71
22,Male,Mechanical,1,7,0,0,12,82,69,85
22,Male,Mechanical,1,6,0,0,10,97,91,93
22,Male,Information Technology,0,8,0,1,5,89,65,80
22,Male,Information Technology,0,8,0,1,6,90,80,86
21,Male,Electrical,1,6,1,0,7,72,72,68
22,Male,Computer Science,1,7,0,1,8,70,65,55
21,Male,Computer Science,0,8,1,1,9,74,60,55
21,Male,Information Technology,2,6,0,1,10,70,60,55
21,Male,Electronics And Communication,1,8,1,1,11,70,65,60
22,Male,Information Technology,0,8,0,1,12,70,70,70
22,Female,Information Technology,0,8,0,1,26,60,65,40
22,Male,Computer Science,0,6,1,1,36,40,60,45
22,Male,Information Technology,1,8,0,1,24,55,45,47
21,Male,Computer Science,0,6,1,0,14,80,87,74
21,Male,Electrical,0,6,0,0,12,82,80,77
22,Male,Information Technology,1,8,1,1,26,78,82,86
22,Male,Mechanical,0,6,0,0,36,80,78,70
21,Male,Information Technology,1,8,0,1,41,39,47,48
22,Male,Electrical,1,7,0,0,21,64,62,60
22,Male,Electronics And Communication,0,8,0,1,28,42,46,47
21,Male,Information Technology,0,8,0,1,35,64,62,67
21,Female,Computer Science,1,7,0,1,31,54,52,59
22,Male,Information Technology,0,6,0,1,31,56,54,56
22,Male,Information Technology,0,7,0,1,32,80,74,89
22,Male,Civil,0,6,1,0,11,78,79,80
22,Male,Information Technology,1,7,0,0,32,54,54,57
21,Male,Electrical,1,8,0,1,25,68,65,64
21,Female,Information Technology,2,7,0,1,26,75,76,74
22,Male,Information Technology,3,8,0,1,36,24,30,74
22,Male,Mechanical,0,7,1,0,39,20,40,40
21,Female,Information Technology,1,6,0,0,40,26,27,60
22,Male,Mechanical,1,7,1,0,45,26,31,76
21,Male,Information Technology,1,6,0,0,47,20,18,25
21,Male,Mechanical,0,8,0,1,42,31,21,27
22,Male,Electrical,0,8,1,1,47,21,28,24
21,Male,Information Technology,1,8,0,1,48,29,31,28
21,Male,Computer Science,0,6,0,0,49,26,36,26
22,Male,Information Technology,0,7,0,0,89,21,21,23
21,Male,Mechanical,0,8,0,1,85,21,21,25
21,Male,Information Technology,0,7,0,0,84,25,17,26
21,Male,Electrical,0,6,0,0,74,26,14,31
21,Male,Electronics And Communication,1,7,1,0,85,23,14,32
21,Male,Civil,2,7,0,0,86,24,18,36
22,Female,Civil,1,8,0,1,89,28,19,39
22,Male,Information Technology,0,6,0,1,52,29,16,34
22,Female,Information Technology,1,6,0,1,58,32,17,37
22,Male,Civil,0,7,0,0,59,31,14,32
21,Male,Computer Science,0,8,1,1,66,34,17,50
22,Male,Information Technology,2,6,0,1,62,36,16,51
21,Male,Civil,0,6,0,0,64,12,19,41
21,Male,Civil,0,8,0,1,55,21,18,12
21,Male,Computer Science,0,7,0,1,56,25,17,19
21,Male,Civil,1,7,0,0,76,27,35,31
21,Male,Civil,1,6,0,0,87,36,36,28
21,Male,Information Technology,2,8,1,1,98,35,32,24
21,Female,Mechanical,1,6,0,0,89,32,24,26
22,Male,Information Technology,2,8,0,1,67,31,35,28
21,Female,Civil,1,8,1,1,65,27,28,27
22,Male,Information Technology,0,6,0,1,87,26,27,29
22,Male,Electronics And Communication,0,7,0,0,78,26,26,27
21,Male,Computer Science,1,8,0,1,85,25,21,25
22,Male,Information Technology,2,7,0,1,89,21,25,21
22,Male,Computer Science,1,7,0,1,80,14,12,21
22,Male,Information Technology,1,7,1,1,95,14,21,24
22,Male,Computer Science,1,7,0,1,95,12,21,21
22,Male,Mechanical,1,7,1,0,90,17,23,23
22,Female,Computer Science,1,7,0,0,70,16,10,25
22,Male,Mechanical,0,7,0,0,50,15,14,20
22,Male,Civil,0,8,0,1,60,14,11,21
22,Male,Information Technology,2,7,1,1,90,13,12,24
22,Male,Mechanical,0,7,0,0,70,12,13,26
22,Male,Computer Science,0,6,0,1,94,11,14,25
22,Male,Electronics And Communication,0,8,0,1,55,9,15,24
22,Male,Computer Science,1,8,0,1,88,8,16,24
22,Male,Computer Science,1,6,0,1,45,7,11,21
22,Male,Computer Science,2,7,0,1,49,9,10,23
21,Male,Computer Science,1,8,0,1,51,19,9,20
21,Male,Information Technology,0,7,1,1,65,17,8,10
22,Male,Computer Science,0,7,0,1,85,14,7,20
22,Female,Information Technology,0,8,0,1,40,16,6,10
22,Male,Information Technology,0,7,0,1,90,12,5,20
22,Male,Computer Science,0,8,0,1,55,14,4,21
21,Male,Civil,1,8,0,1,60,15,2,24
21,Male,Mechanical,0,7,0,0,78,12,1,22
21,Male,Information Technology,1,6,0,1,84,14,5,21
21,Male,Information Technology,1,8,0,1,74,19,6,16
21,Male,Mechanical,0,7,0,0,58,17,4,15
22,Male,Computer Science,1,7,0,1,52,14,8,11
21,Male,Computer Science,1,7,0,1,67,32,31,24
22,Male,Mechanical,1,8,0,1,47,31,32,26
22,Male,Information Technology,1,8,0,1,63,32,24,25
21,Male,Information Technology,0,6,1,1,53,34,25,24
21,Male,Information Technology,0,7,1,1,52,39,29,29
22,Male,Information Technology,2,8,0,1,80,36,26,28
22,Male,Electrical,0,8,1,1,74,35,27,27
22,Male,Mechanical,0,7,0,0,58,30,31,24
22,Female,Electronics And Communication,1,6,0,0,64,47,25,26
21,Male,Mechanical,0,8,0,1,74,42,24,25
21,Male,Electrical,0,7,0,0,20,41,22,25
22,Male,Electronics And Communication,1,6,0,0,25,45,20,21
21,Male,Civil,0,8,0,1,25,52,66,24
21,Male,Civil,0,8,0,1,24,54,65,54
22,Male,Computer Science,1,7,0,1,21,58,62,53
21,Male,Mechanical,1,6,0,0,21,59,78,50
21,Male,Information Technology,0,6,1,1,26,59,74,52
22,Female,Computer Science,0,8,0,1,31,53,70,51
21,Female,Computer Science,0,7,0,0,34,54,64,56
22,Male,Civil,0,8,0,1,25,57,61,54
22,Male,Computer Science,1,8,1,1,17,59,68,59
22,Male,Civil,0,6,1,0,18,58,62,58
22,Male,Mechanical,0,7,0,0,19,52,68,54
21,Male,Electronics And Communication,1,7,1,1,20,65,62,55
22,Male,Information Technology,0,8,0,1,21,64,61,52
22,Male,Computer Science,0,6,0,1,25,85,90,65
22,Male,Information Technology,1,8,0,1,26,90,85,30
21,Male,Electronics And Communication,1,7,0,0,23,85,90,35
22,Female,Computer Science,1,8,0,1,24,90,90,45
22,Female,Computer Science,2,7,0,1,21,85,80,20
22,Male,Electrical,0,6,0,0,26,75,80,75
22,Male,Mechanical,0,6,0,0,24,79,80,78
22,Male,Computer Science,2,7,0,1,23,65,70,78
22,Male,Mechanical,0,7,0,0,26,75,74,75
22,Male,Computer Science,1,7,0,1,12,91,85,60
21,Male,Information Technology,1,6,1,1,21,82,69,71
21,Male,Information Technology,1,6,1,1,32,97,91,85
22,Female,Information Technology,1,7,0,1,25,89,65,93
21,Male,Information Technology,2,8,1,1,24,90,80,80
21,Male,Civil,0,6,0,0,26,72,72,86
21,Male,Information Technology,0,6,0,1,24,70,65,68
22,Male,Information Technology,2,8,0,1,21,74,60,55
22,Male,Information Technology,1,8,0,1,23,70,60,55
21,Female,Computer Science,1,8,1,1,29,70,65,55
22,Male,Computer Science,1,7,0,1,10,70,70,60
22,Male,Electrical,2,6,0,1,12,60,65,70
21,Male,Civil,1,7,0,0,10,40,60,40
21,Male,Information Technology,2,7,1,1,5,55,45,45
22,Male,Information Technology,2,7,1,1,6,80,87,47
21,Male,Electronics And Communication,1,6,1,0,7,82,80,74
21,Male,Mechanical,1,8,1,1,8,78,82,77
22,Male,Information Technology,1,8,0,1,9,80,78,86
22,Male,Information Technology,2,6,1,1,10,39,47,70
21,Male,Computer Science,1,6,1,0,11,64,62,48
22,Male,Information Technology,2,7,0,1,12,42,46,60
22,Male,Information Technology,1,8,0,1,26,64,62,47
21,Male,Information Technology,2,7,1,1,36,54,52,67
21,Male,Electrical,2,8,0,1,24,56,54,59
22,Male,Civil,2,8,1,1,14,80,74,56
22,Male,Information Technology,2,6,0,1,12,78,79,89
22,Male,Information Technology,2,6,0,1,26,54,54,80
21,Female,Civil,2,7,0,0,36,68,65,57
22,Male,Electrical,1,7,1,0,41,75,76,64
22,Male,Civil,2,7,0,0,21,24,30,74
21,Male,Information Technology,2,8,0,1,28,20,40,74
21,Male,Civil,1,6,0,0,35,26,27,40
22,Female,Computer Science,2,6,0,1,31,26,31,60
